Name,Type,Trip_advisor_ratings,Yellow_page_ratings,Website_link,Directions_link,Menu_link,Total_business_years,Amenities_available,Description,Order_online,Phone_Number,Street_address,locality,Price_range
Il Buco Alimentari & Vineria,"['Restaurants', 'Italian Restaurants', 'Coffee & Espresso Restaurants']","{""rating"":""4.0"",""count"":""441""}","{'rating': None, 'count': None}",http://www.ilbucovineria.com,,http://www.yellowpages.com/new-york-ny/mip/il-buco-alimentari-vineria-467966483#open-menu,12 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","From Business: The first offspring of il Buco on Bond Street, the Alimentari & Vineria is as much a production outpost of the original - specializing in house-cured meats and…",True,(212) 837-2622,53 Great Jones St,"New York, NY 10012",$$$
Edward's Steakhouse,"['Restaurants', 'Steak Houses', 'American Restaurants']","{""rating"":""4.5"",""count"":""124""}","{'rating': None, 'count': None}",http://www.edwardssteakhouse.com,,http://www.yellowpages.com/jersey-city-nj/mip/edwards-steakhouse-7277926#open-menu,20 Years,"['Serves alcohol', 'Takes reservations']",From Business: Edward's Steakhouse is located in an 1870's townhouse. Very cozy bar area and 2 dining rooms upstairs are nicely appointed.Edward's Steakhouse is located in an…,False,(201) 761-0000,239 Marin Blvd,"Jersey City, NJ 07302",
Applebee's,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']","{""rating"":""3.0"",""count"":""17""}","{'rating': None, 'count': None}",http://www.applebees.com,,http://www.yellowpages.com/bronx-ny/mip/applebees-453446786#open-menu,43 Years,"['Has Wifi', 'Serves alcohol']","From Business: Applebee's Neighborhood Grill & Bar offers a lively casual dining experience combining simple, craveable American fare, classic drinks and local drafts. Now…",True,(347) 226-5700,610 Exterior St,"Bronx, NY 10451",$$
Colbeh Restaurant,"['Restaurants', 'Mediterranean Restaurants', 'Family Style Restaurants']","{""rating"":""3.5"",""count"":""76""}","{'rating': None, 'count': None}",http://www.colbeh.com,,http://www.yellowpages.com/new-york-ny/mip/colbeh-restaurant-12160722#open-menu,30 Years,,,True,(212) 354-8181,32 W 39th St,"New York, NY 10018",$$$
Nannis Restaurant Inc,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,http://www.yellowpages.com/new-york-ny/mip/nannis-restaurant-inc-3737618#open-menu,,,,False,(212) 697-4161,146 E 46th St,"New York, NY 10017",$$$
Arte Around The Corner,"['Restaurants', 'American Restaurants']",,"{'rating': None, 'count': None}",,,http://www.yellowpages.com/new-york-ny/mip/arte-around-the-corner-22313280#open-menu,,,,False,(212) 875-2195,274 Columbus Ave,"New York, NY 10023",$
Ninety-Nine Restaurant and Pub,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",http://www.99restaurants.com,,,,,,False,(212) 267-6707,89 Fulton St,"New York, NY 10038",$$
Malagueta Restaurant Inc,"['Restaurants', 'Family Style Restaurants', 'Brazilian Restaurants']",,"{'rating': None, 'count': None}",http://www.malaguetany.com,,http://www.yellowpages.com/astoria-ny/mip/malagueta-restaurant-inc-5003189#open-menu,23 Years,"['Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations', 'Good for families']",,True,(718) 937-4821,2535 36th Ave,"Astoria, NY 11106",$$
Barbounia,"['Restaurants', 'Mediterranean Restaurants', 'Greek Restaurants']","{""rating"":""4.0"",""count"":""408""}","{'rating': 'five', 'count': '1'}",https://barbounia.com,,http://www.yellowpages.com/new-york-ny/mip/barbounia-5791760#open-menu,15 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","best brunch in the city and best Mediterranean pals .""",False,(212) 995-0242,250 Park Ave S,"New York, NY 10003",$$$
Jing Fong Restaurant,"['Restaurants', 'Asian Restaurants', 'Family Style Restaurants']","{""rating"":""4.0"",""count"":""685""}","{'rating': 'five', 'count': '1'}",,,http://www.yellowpages.com/new-york-ny/mip/jing-fong-restaurant-3443892#open-menu,46 Years,"['Serves alcohol', 'Takes reservations']","Although the service isn't the greatest, the food makes up for it!  Go during the week (Monday-Friday) for $2.35 for all items.""",False,(212) 964-5256,20 Elizabeth St,"New York, NY 10013",$$
Outback Steakhouse,"['Restaurants', 'Steak Houses', 'American Restaurants']","{""rating"":""4.0"",""count"":""106""}","{'rating': 'two', 'count': '3'}",https://locations.outback.com/new-jersey/edgewater/539-river-road?utm_source=gmb&utm_medium=local_search&utm_campaign=website_cta&y_source=1_MTU1MDIzMzUtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,,http://www.yellowpages.com/edgewater-nj/mip/outback-steakhouse-3196053#open-menu,35 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","Love the food when order is correct. Cliffside Park, NJ""",False,(201) 840-9600,539 River Rd,"Edgewater, NJ 07020",$$
Big Daddy's,"['Restaurants', 'American Restaurants']",,"{'rating': None, 'count': None}",http://www.bigdaddysnyc.com,,http://www.yellowpages.com/new-york-ny/mip/big-daddys-8061274#open-menu,54 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","From Business: Big Daddy's was developed by Branded Restaurants USA to fill the need for a hip 80's styled restaurant where massive burgers, crispy tots, and thick milkshakes…",False,(212) 477-1500,239 Park Ave S,"New York, NY 10003",$$
Francesco's Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']","{""rating"":""4.0"",""count"":""76""}","{'rating': None, 'count': None}",http://www.francescosoncolumbus.com,,http://www.yellowpages.com/new-york-ny/mip/francescos-pizza-22326977#open-menu,32 Years,['Good for families'],From Business: From the day we opened Francesco's we have taken great pride in our food. We come from four generations of Italian chefs who were passionate about their cooking.…,True,(212) 721-0066,186 Columbus Ave,"New York, NY 10023",$
La Ripaille,"['Restaurants', 'French Restaurants', 'Family Style Restaurants']","{""rating"":""4.0"",""count"":""83""}","{'rating': None, 'count': None}",http://www.laripailleny.com,,http://www.yellowpages.com/new-york-ny/mip/la-ripaille-1553442#open-menu,,['Good for groups'],"From Business: Opened in 1980, La Ripaille is one of the oldest restaurants in West Village. Some of the regulars have been coming for as long as 25 years. We want everyone to…",False,(212) 255-4406,605 Hudson St,"New York, NY 10014",$$$
Sarabeth's Tribeca,"['Restaurants', 'American Restaurants', 'Bar & Grills']","{""rating"":""4.0"",""count"":""465""}","{'rating': None, 'count': None}",http://www.sarabethstribeca.com,,http://www.yellowpages.com/new-york-ny/mip/sarabeths-tribeca-466981325#open-menu,12 Years,"['Offers outdoor seating', 'Serves alcohol', 'Takes reservations']","From Business: Our newest and largest location. Sarabeth's is a great place to enjoy breakfast, lunch, brunch or dinner. Full bar and retail bakery.",True,(212) 966-0421,339 Greenwich St,"New York, NY 10013",$$
Berger's Delicatessen Restaurant,"['Restaurants', 'Delicatessens', 'Cafeterias']",,"{'rating': None, 'count': None}",,,http://www.yellowpages.com/new-york-ny/mip/bergers-delicatessen-restaurant-462455500#open-menu,58 Years,['Wheelchair accessible'],,False,(212) 719-4173,2 E 39th St,"New York, NY 10016",$
Donohue's Steak House,"['Restaurants', 'Steak Houses', 'Bars']","{""rating"":""4.0"",""count"":""74""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/new-york-ny/mip/donohues-steak-house-464961942#open-menu,39 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",,False,(212) 744-0938,845 Lexington Ave,"New York, NY 10065",$$
Dell'anima,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']","{""rating"":""4.5"",""count"":""180""}","{'rating': None, 'count': None}",http://www.dellanima.com,,http://www.yellowpages.com/new-york-ny/mip/dellanima-18602060#open-menu,16 Years,"['Offers outdoor seating', 'Good for groups', 'Serves alcohol', 'Takes reservations']",,False,(212) 366-6633,38 8th Ave,"New York, NY 10014",$$$
Barbuto,"['Restaurants', 'Italian Restaurants', 'Family Style Restaurants']","{""rating"":""4.5"",""count"":""585""}","{'rating': None, 'count': None}",http://www.barbutonyc.com,,http://www.yellowpages.com/new-york-ny/mip/barbuto-6125255#open-menu,20 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations']",,False,(212) 924-9700,775 Washington St,"New York, NY 10014",$$$
Pepe Rosso To Go,"['Restaurants', 'Italian Restaurants']","{""rating"":""4.5"",""count"":""57""}","{'rating': None, 'count': None}",http://www.peperossotogo.com,,http://www.yellowpages.com/new-york-ny/mip/pepe-rosso-to-go-16047047#open-menu,26 Years,['Serves alcohol'],,True,(212) 677-4555,149 Sullivan St,"New York, NY 10012",$$
Fig Tree Development,"['Restaurants', 'Fine Dining Restaurants', 'American Restaurants']",,"{'rating': None, 'count': None}",http://thefigtreehoboken.com,,http://www.yellowpages.com/hoboken-nj/mip/fig-tree-development-472302325#open-menu,11 Years,,,False,(201) 420-0444,306 Park Ave,"Hoboken, NJ 07030",$$
Avra Estatorio,"['Restaurants', 'Mediterranean Restaurants', 'Caterers']","{""rating"":""4.5"",""count"":""1158""}","{'rating': 'four and half', 'count': '2'}",https://www.theavragroup.com/location/avra-48th-street,,http://www.yellowpages.com/new-york-ny/mip/avra-estatorio-3878673#open-menu,24 Years,"['Offers outdoor seating', 'Serves alcohol', 'Takes reservations']","Great spot for a work lunch-good, healthy options and a nice change of pace. Service was excellent.""",True,(212) 759-8550,141 E 48th St,"New York, NY 10017",$$$
Frankie & Johnnie's Steakhouse,"['Restaurants', 'Steak Houses', 'American Restaurants']","{""rating"":""4.0"",""count"":""378""}","{'rating': 'five', 'count': '1'}",http://www.frankieandjohnnies.com,,http://www.yellowpages.com/new-york-ny/mip/frankie-johnnies-steakhouse-7559208#open-menu,25 Years,"['Good for groups', 'Serves alcohol', 'Takes reservations']",My wife and I had reservations for 8pm on a Saturday night. We arrived and were seated immediately next to the fireplace. The ambiance was romantic. We had the best service and…,False,(212) 947-8940,32 W 37th St,"New York, NY 10018",$$$
Scarlatto,"['Restaurants', 'Mediterranean Restaurants', 'Pizza']","{""rating"":""4.0"",""count"":""1952""}","{'rating': None, 'count': None}",http://www.amaroneristorantenyc.com,,http://www.yellowpages.com/new-york-ny/mip/scarlatto-6010004#open-menu,18 Years,"['Good for groups', 'Serves alcohol', 'Takes reservations']",From Business: An exquisite combination of Northern & Southern Italian dishes paired perfectly with the best Italian wines.An exquisite combination of Northern & Southern…,True,(212) 730-4535,250 W 47th St,"New York, NY 10036",$$
Pt Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",http://www.ptbrooklyn.com,,http://www.yellowpages.com/brooklyn-ny/mip/pt-restaurant-4010007#open-menu,17 Years,"['Offers outdoor seating', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",,True,(718) 388-7438,331 Bedford Ave,"Brooklyn, NY 11211",$$
Azalea Ristorante,"['Restaurants', 'Italian Restaurants']","{""rating"":""4.5"",""count"":""855""}","{'rating': 'five', 'count': '1'}",http://www.azalearistorantenyc.com,,http://www.yellowpages.com/new-york-ny/mip/azalea-ristorante-9637662#open-menu,32 Years,"['Offers outdoor seating', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",Last saturday night I went to eat to this restaurant with my friends and was the best experience that I had have for a long time. Since a walk in I was welcome for a warm stuff…,True,(212) 262-0105,224 W 51st St,"New York, NY 10019",$$$
Henry's Restaurant,"['Restaurants', 'American Restaurants', 'Caterers']",,"{'rating': 'four', 'count': '1'}",http://www.henrysnyc.com,,,41 Years,"['Offers outdoor seating', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",This is an excellent restaurant serving quality American cuisine in an atmosphere inspired by the early 20th century architects Greene and Greene (wood accents with softly…,False,(212) 866-0600,2745 Broadway,"New York, NY 10025",$$
Hurley's,"['Restaurants', 'Irish Restaurants', 'Steak Houses']","{""rating"":""4.0"",""count"":""717""}","{'rating': None, 'count': None}",http://www.hurleysnyc.com,,http://www.yellowpages.com/new-york-ny/mip/hurleys-457377613#open-menu,17 Years,"['Offers outdoor seating', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",From Business: Hurley's is a classic restaurant & bar in New York's theater district with a rustic appeal for everyone to enjoy and a wonderful place to gather with friends for…,True,(212) 765-8981,232 W 48th St,"New York, NY 10036",$$
Hill Country Barbecue Market,"['Restaurants', 'American Restaurants', 'Barbecue Restaurants']","{""rating"":""4.0"",""count"":""1112""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/new-york-ny/mip/hill-country-barbecue-market-892686#open-menu,16 Years,"['Offers outdoor seating', 'Good for groups', 'Has Wifi', 'Serves alcohol', 'Takes reservations', 'Good for families']",From Business: Hill Country honors the barbecue and live music capital of Texas and takes its “cue” from the legendary meat-markets-turned- barbecue-joints of Central Texas…,True,(212) 255-4544,30 W 26th St,"New York, NY 10010",$$
Pongal,"['Restaurants', 'Indian Restaurants', 'Vegetarian Restaurants']","{""rating"":""4.0"",""count"":""194""}","{'rating': None, 'count': None}",http://www.pongalnyc.com,,http://www.yellowpages.com/new-york-ny/mip/pongal-808227#open-menu,27 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",From Business: Indian Vegetarian and Certified Kosher Restaurant that has been around for 16+ years in NYC and reviewed by New York Times.We have been providing delicious South…,True,(212) 696-9458,110 Lexington Ave,"New York, NY 10016",$$
Maison Premiere,"['Restaurants', 'American Restaurants', 'French Restaurants']","{""rating"":""4.5"",""count"":""343""}","{'rating': None, 'count': None}",http://www.maisonpremiere.com,,http://www.yellowpages.com/brooklyn-ny/mip/maison-premiere-465512926#open-menu,,"['Offers outdoor seating', 'Serves alcohol', 'Takes reservations']",From Business: New Orleans style absinthe and oyster barNew Orleans style absinthe and oyster bar,False,(347) 335-0446,298 Bedford Ave,"Brooklyn, NY 11249",$$
Eatery,"['Restaurants', 'Family Style Restaurants', 'Seafood Restaurants']",,"{'rating': None, 'count': None}",http://www.eaterynyc.com,,http://www.yellowpages.com/new-york-ny/mip/eatery-9888337#open-menu,23 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",,False,(212) 765-3269,798 9th Ave,"New York, NY 10019",$$
Uncle Jack's Steakhouse,"['Restaurants', 'Steak Houses']",,"{'rating': None, 'count': None}",http://www.unclejacks.com,,http://www.yellowpages.com/new-york-ny/mip/uncle-jacks-steakhouse-3858747#open-menu,93 Years,,,True,(212) 245-1550,44 W 56th St,"New York, NY 10019",$$
Taboon,"['Restaurants', 'Middle Eastern Restaurants', 'Take Out Restaurants']",,"{'rating': None, 'count': None}",http://www.taboononline.com,,http://www.yellowpages.com/new-york-ny/mip/taboon-3126268#open-menu,20 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations']",,False,(212) 713-0271,773 10th Ave,"New York, NY 10019",$$$
Bistro Cassis & Cassis,"['Restaurants', 'French Restaurants', 'Breakfast, Brunch & Lunch Restaurants']",,"{'rating': None, 'count': None}",,,http://www.yellowpages.com/new-york-ny/mip/bistro-cassis-cassis-3794288#open-menu,17 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",,False,(212) 579-3966,225 Columbus Ave,"New York, NY 10023",$$$
Frankies 570 Spuntino,"['Restaurants', 'Italian Restaurants']",,"{'rating': None, 'count': None}",http://www.frankiesspuntino.com,,http://www.yellowpages.com/new-york-ny/mip/frankies-570-spuntino-466730845#open-menu,12 Years,,,False,(212) 924-0818,570 Hudson St,"New York, NY 10014",
Petrarca Cucina e Vino,"['Restaurants', 'Italian Restaurants', 'Pizza']","{""rating"":""4.0"",""count"":""187""}","{'rating': None, 'count': None}",http://www.petrarcatribeca.com,,http://www.yellowpages.com/new-york-ny/mip/petrarca-cucina-e-vino-10924103#open-menu,11 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",,False,(212) 625-2800,34 White St,"New York, NY 10013",$$
Double Hey Restaurant,"['Restaurants', 'Asian Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",http://www.hoywongrestaurantnyc.com,,http://www.yellowpages.com/new-york-ny/mip/double-hey-restaurant-471015712#open-menu,45 Years,"['Has Wifi', 'Takes reservations']",,False,(212) 374-1312,81 Mott St,"New York, NY 10013",$
Golden Sand Seafood Restaurant,"['Restaurants', 'Seafood Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,http://www.yellowpages.com/new-york-ny/mip/golden-sand-seafood-restaurant-450831098#open-menu,,"['Wheelchair accessible', 'Good for groups', 'Has Wifi', 'Serves alcohol', 'Takes reservations', 'Good for families']",,False,(212) 233-3359,39 E Broadway,"New York, NY 10002",$$$
Dona Bella Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']",,"{'rating': None, 'count': None}",http://www.donabellapizzanyc.com,,,,,,True,(212) 374-1130,154 Church St,"New York, NY 10007",
Lombardi's,"['Restaurants', 'Pizza', 'Take Out Restaurants']","{""rating"":""4.0"",""count"":""4916""}","{'rating': 'four and half', 'count': '11'}",http://www.firstpizza.com,,http://www.yellowpages.com/new-york-ny/mip/lombardis-531159833#open-menu,126 Years,"['Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Good for families']","We had to wait a little bit… But it was worth the wait! You feel like you're in Italy inside the restaurant. The pizza was delicious!!!!""",False,(212) 941-7994,32 Spring St,"New York, NY 10012",$$
Wo Hop,"['Restaurants', 'Chinese Restaurants', 'Family Style Restaurants']","{""rating"":""4.0"",""count"":""1143""}","{'rating': 'four and half', 'count': '7'}",http://www.wohop15.com,,http://www.yellowpages.com/new-york-ny/mip/wo-hop-8146532#open-menu,47 Years,['Serves alcohol'],"Do not believe ANY of the negative reviews. They are ALL lies. We have been going there once, twice or 3 times a month for 8-10 years and have never had a bad dish or…",False,(212) 267-2536,17 Mott St,"New York, NY 10013",$$
Doughnut Plant,"['Restaurants', 'American Restaurants']","{""rating"":""4.5"",""count"":""837""}","{'rating': 'five', 'count': '4'}",http://www.doughnutplant.com,,,24 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi']","If I have to choose which donut store I will put in my top 10 list, this will definitely make it in! Fresh donuts, varities and great athmosphere.""",True,(212) 505-3700,379 Grand St,"New York, NY 10002",$$
La Lanterna di Vittorio,"['Restaurants', 'Coffee Shops', 'Italian Restaurants']","{""rating"":""4.5"",""count"":""382""}","{'rating': 'four and half', 'count': '4'}",http://www.lalanterna.nyc,,http://www.yellowpages.com/new-york-ny/mip/la-lanterna-di-vittorio-22251542#open-menu,34 Years,['Serves alcohol'],"great REAL italian pizza for low prices, with a lovely garden to sit in the back. don't miss this place b.c there are lots of other italian restaurants that will charge twice…",True,(212) 529-5945,129 Macdougal St,"New York, NY 10012",$$
Corner Bistro,"['Restaurants', 'American Restaurants', 'Bars']","{""rating"":""4.0"",""count"":""1095""}","{'rating': 'four and half', 'count': '4'}",http://www.cornerbistrony.com,,http://www.yellowpages.com/new-york-ny/mip/corner-bistro-5645173#open-menu,62 Years,['Serves alcohol'],"A nice corner bistro to satisfy all your hunger needs.""",True,(212) 242-9502,331 W 4th St,"New York, NY 10014",$
Del Frisco's Double Eagle Steakhouse,"['Restaurants', 'Steak Houses', 'Fine Dining Restaurants']","{""rating"":""4.5"",""count"":""3436""}","{'rating': 'five', 'count': '3'}",https://www.delfriscos.com/location/del-friscos-double-eagle-steakhouse-new-york-ny,,http://www.yellowpages.com/new-york-ny/mip/del-friscos-double-eagle-steakhouse-496644035#open-menu,23 Years,"['Good for groups', 'Serves alcohol', 'Takes reservations']","One of the best steakhouses in New York City.  Very busy during the week. Had a large filet ...cooked to perfection.""",False,(212) 575-5129,1221 Avenue Of The Americas,"New York, NY 10020",$$$$
The Village Pour House,"['Restaurants', 'Bars', 'Bar & Grills']",,"{'rating': 'five', 'count': '3'}",http://www.villagepourhouse.com,,,,,"Come to the Pourhouse to watch a game with friends- it is a lot of fun, no one is going to tell you to quiet down- and you can eat some good bar food while you are there. The…",False,(212) 979-2337,64 3rd Ave,"New York, NY 10003",
Doc Watson's,"['Restaurants', 'American Restaurants', 'Caterers']","{""rating"":""4.0"",""count"":""49""}","{'rating': 'five', 'count': '3'}",http://www.docwatsons.com,,http://www.yellowpages.com/new-york-ny/mip/doc-watsons-2856669#open-menu,27 Years,"['Offers outdoor seating', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",Doc Watson's is one of the most popular gathering places for residents of the Upper East Side. The restaurant is the perfect blend of an Irish pub and American dining. Live…,True,(212) 988-5300,1490 2nd Ave,"New York, NY 10075",$$
Cafe Du Soleil,"['Restaurants', 'French Restaurants', 'Caterers']","{""rating"":""4.0"",""count"":""184""}","{'rating': 'five', 'count': '3'}",http://www.cafedusoleilnewyork.com,,http://www.yellowpages.com/new-york-ny/mip/cafe-du-soleil-2928905#open-menu,18 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Has Wifi', 'Serves alcohol', 'Takes reservations', 'Good for families']","Great food and service. Mussels and French fries excellent. My husband had the Coq au Vin which was perfect.""",True,(212) 316-5000,2723 Broadway,"New York, NY 10025",$$
Little Taste of Seafood,"['Restaurants', 'Seafood Restaurants', 'Fish & Seafood Markets']",,"{'rating': 'five', 'count': '3'}",,,,,,"The restaurant is clean and the food is GREAT! The owner and staff are so welcoming...its the best seafood spot in Manhattan.""",False,(917) 265-8430,2528 Adam Clayton Powell Jr Blvd,"New York, NY 10039",
FilStop,"['Restaurants', 'Asian Restaurants']",,"{'rating': 'five', 'count': '3'}",http://www.filstop.com,,,50 Years,,"Excellent products quality, price and quick delivery to us the customers. Thank you for being such an excellent store""",False,(201) 963-0455,683 Newark Ave,"Jersey City, NJ 07306",
Max Brenner,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']","{""rating"":""4.0"",""count"":""2060""}","{'rating': 'four and half', 'count': '4'}",http://www.maxbrenner.com,,http://www.yellowpages.com/new-york-ny/mip/max-brenner-468574656#open-menu,13 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations', 'Good for families']","I gotta tell you, I have never tasted chocolate so good. The chocolate pizza and foundu are my most loved items. This restaurant is a little on the expensive side so be…",False,(646) 467-8803,841 Broadway,"New York, NY 10003",$$
Alice's Tea Cup,"['Restaurants', 'Coffee Shops', 'Coffee & Tea']","{""rating"":""4.0"",""count"":""664""}","{'rating': 'four and half', 'count': '3'}",http://www.alicesteacup.com,,http://www.yellowpages.com/new-york-ny/mip/alices-tea-cup-7275840#open-menu,22 Years,,"I love the variety in their flavors. The tea is natural and there are amazing combinations. I'm not a milk tea fan before, but now I gues I am.""",False,(212) 799-3006,102 W 73rd St,"New York, NY 10023",
The Grey Dog,"['Restaurants', 'Coffee & Espresso Restaurants', 'American Restaurants']","{""rating"":""4.5"",""count"":""72""}","{'rating': 'four and half', 'count': '3'}",http://www.thegreydog.com,,http://www.yellowpages.com/new-york-ny/mip/the-grey-dog-5273682#open-menu,27 Years,"['Good for groups', 'Good for families']","I ordered a generous cappuccino, and it was just what I needed on a rainy day. While I'm not a regular espresso drinker, I found it to be a good cup, especially because I…",False,(212) 462-0041,49 Carmine St,"New York, NY 10014",$$
Eataly,"['Restaurants', 'Italian Restaurants', 'Gourmet Shops']","{""rating"":""4.5"",""count"":""1090""}","{'rating': 'four and half', 'count': '3'}",http://www.eataly.com/nyc-birreria,,http://www.yellowpages.com/new-york-ny/mip/eataly-471098476#open-menu,13 Years,"['Offers outdoor seating', 'Serves alcohol', 'Takes reservations']","one of my favourite places""",False,(212) 229-2560,200 5th Ave,"New York, NY 10010",$$$
El Farolito Buffet & Restaurant,"['Restaurants', 'Mexican Restaurants', 'Buffet Restaurants']",,"{'rating': 'three and half', 'count': '5'}",https://www.facebook.com/elfarolitobuffet,,,,,Desafortunadamente algunas cosas salen de nuestro control y no nos habiamos percatado ! es una pena para aquellas personas a quienes les hemos quedado mal. Con mucho gusto les…,False,(201) 330-9015,4116 Bergenline Ave,"Union City, NJ 07087",
Union Pool,"['Restaurants', 'Barbecue Restaurants', 'Bars']",,"{'rating': 'four', 'count': '4'}",https://www.union-pool.com,,,22 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']","where do I begin, I've been coming to this place for about 7 years now, and Its the best bar in Brooklyn. The taco truck at up is great for those drunken nights. Surprisingly I…",False,(718) 609-0484,484 Union Ave,"Brooklyn, NY 11211",$$
Hard Rock Cafe,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']","{""rating"":""4.0"",""count"":""9283""}","{'rating': 'four', 'count': '4'}",https://www.hardrockcafe.com/location/new-york/#utm_source=rest_of_network&utm_medium=Yext&utm_campaign=Listings,,http://www.yellowpages.com/new-york-ny/mip/hard-rock-cafe-374819#open-menu,52 Years,,"Tasty food here and beer. It was amazing diner""",True,(212) 343-3355,1501 Broadway,"New York, NY 10036",
Solo Pizza,"['Restaurants', 'Pizza', 'Caterers']","{""rating"":""4.0"",""count"":""12""}","{'rating': 'four', 'count': '4'}",http://www.solopizzanyc.com,,http://www.yellowpages.com/new-york-ny/mip/solo-pizza-12271154#open-menu,16 Years,['Serves alcohol'],"This is outstanding pizza. 100% Italian. We are from Colorado visiting New York for couple weeks, my husband is Italian so we have appritiation for good pizza. Me and my kids …",True,(212) 420-7656,27 Avenue B,"New York, NY 10009",$
Agave,"['Restaurants', 'Latin American Restaurants', 'Caterers']","{""rating"":""4.0"",""count"":""214""}","{'rating': 'four and half', 'count': '3'}",,,http://www.yellowpages.com/new-york-ny/mip/agave-462981219#open-menu,21 Years,"['Offers outdoor seating', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",Amazing experience. First time in NYC and me and my sister from West Palm Beach had brunch here on NYE. It was the BEST brunch I’ve ever had being that I frequently go to lunch…,False,(212) 989-2100,140 7th Ave S,"New York, NY 10014",$$
Coffee Shop,"['Restaurants', 'Coffee & Espresso Restaurants', 'Coffee Shops']",,"{'rating': 'four and half', 'count': '3'}",http://thecoffeeshopnyc.com,,http://www.yellowpages.com/new-york-ny/mip/coffee-shop-6701636#open-menu,39 Years,['Good for groups'],"The baristas and staffs here are so welcoming and they always greet you with a smile. I love this place because of that, in addition to their great coffees.""",True,(212) 243-7969,29 Union Sq W,"New York, NY 10003",$
De Palma Pizzeria & Ristorante,"['Restaurants', 'Pizza', 'Caterers']","{""rating"":""3.0"",""count"":""7""}","{'rating': 'four and half', 'count': '3'}",http://www.depalmapizza.com,,http://www.yellowpages.com/union-city-nj/mip/de-palma-pizzeria-ristorante-4000350#open-menu,24 Years,,"I have been going to de Palma's for over 10 YEARS!!! Their pizza is awesome. The service is great. Try the manicotti its to die!!!""",True,(201) 864-8877,1814 New York Ave,"Union City, NJ 07087",$$
Sea Thai Restaurant,"['Restaurants', 'Thai Restaurants', 'Family Style Restaurants']","{""rating"":""4.0"",""count"":""412""}","{'rating': 'four and half', 'count': '3'}",http://www.seathainyc.com,,http://www.yellowpages.com/brooklyn-ny/mip/sea-thai-restaurant-467211348#open-menu,28 Years,,"LOVE IT! FOOD IS GREAT, REASONABLY PRICED AND THE STAFF IS FRIENDLY... CAN BE A LONG WAIT ON THE WEEKENDS BUT WORTH IT!""",True,(718) 384-8850,114 N 6th St,"Brooklyn, NY 11249",$$
Bill's Bar & Burger,"['Restaurants', 'Hamburgers & Hot Dogs', 'Take Out Restaurants']",,"{'rating': 'five', 'count': '2'}",http://www.billsbarandburger.com,,http://www.yellowpages.com/new-york-ny/mip/bills-bar-burger-480272766#open-menu,14 Years,"['Good for groups', 'Serves alcohol', 'Takes reservations']",While my husband and I were on vacation in NYC from Australia we are at a restaurant  who told us their food was Celiac free. I suffer from Celiac disease. We walked into…,True,(212) 705-8510,16 W 51st St,"New York, NY 10020",$$
