Name,Type,Trip_advisor_ratings,Yellow_page_ratings,Website_link,Directions_link,Menu_link,Total_business_years,Amenities_available,Description,Order_online,Phone_Number,Street_address,locality,Price_range
Lotus Thai Restaurant,"['Restaurants', 'Thai Restaurants', 'Barbecue Restaurants']",,"{'rating': 'five', 'count': '1'}",,,,,,"Awosme must visit enjoy with your friends and family""",False,(323) 667-1728,1508 N Kenmore Ave,"Los Angeles, CA 90027",
Asava Thai,"['Restaurants', 'Family Style Restaurants', 'Caterers']",,"{'rating': 'five', 'count': '1'}",,,,,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","thank you for making a good thai food for us""",True,(323) 466-1122,970 N Western Ave,"Los Angeles, CA 90029",$$
Anarbagh,"['Restaurants', 'Family Style Restaurants', 'Caterers']","{""rating"":""4.0"",""count"":""6""}","{'rating': 'five', 'count': '1'}",https://www.anarbaghlaca.com,,http://www.yellowpages.com/los-angeles-ca/mip/anarbagh-505146951#open-menu,,"['Has Wifi', 'Takes reservations']","The food is great and so is the service. I've been there at least 20 times and have always been impressed. This is by far the best Indian food I've had in LA.""",True,(323) 660-8800,4656 Franklin Ave,"Los Angeles, CA 90027",$$
Dave's Deli & Catering,"['Restaurants', 'Delicatessens', 'Caterers']",,"{'rating': 'five', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/daves-deli-catering-7781359#open-menu,14 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi']","DTH Connection Provider in Delhi, they help customers, which gives are different advantages and just the direct to home association suppliers give. The advantages are in the…",False,(323) 265-3555,213 S Mednik Ave,"Los Angeles, CA 90022",$
Barbeque King,"['Restaurants', 'Barbecue Restaurants', 'Caterers']","{""rating"":""4.5"",""count"":""5""}","{'rating': 'five', 'count': '1'}",http://www.texasbbqking.com,,,23 Years,"['Wheelchair accessible', 'Has Wifi']","I recommend the BBQ chicken, big hamburger, rib tips and hone made Mac & cheese!""",False,(323) 750-1064,5309 S Vermont Ave,"Los Angeles, CA 90037",$$
Andy's Pizzeria And Mexican Food,"['Restaurants', 'Mexican Restaurants', 'Pizza']",,"{'rating': 'five', 'count': '1'}",http://www.unique.mymobisite.us/andyspizzeria,,http://www.yellowpages.com/los-angeles-ca/mip/andys-pizzeria-and-mexican-food-504691064#open-menu,39 Years,"['Wheelchair accessible', 'Has Wifi']","I Certainly Love This Place! Love The Food! Love The Friendly Staff. Highly Recommend This Place. :))""",True,(323) 537-2240,6700 S Central Ave,"Los Angeles, CA 90001",$$
Sun Hai Inn Restaurant,"['Restaurants', 'Family Style Restaurants', 'Caterers']",,"{'rating': 'five', 'count': '1'}",,,,27 Years,"['Wheelchair accessible', 'Serves alcohol']","If you are looking for a no-frills eatery with good to great food, then Sun Hai Inn aka Sun Shui Chinese Restaurant is the place to go.  The pot stickers are great as are their…",False,(323) 666-5637,3176 Los Feliz Blvd,"Los Angeles, CA 90039",$
Sicha Siam Restaurant,"['Restaurants', 'Thai Restaurants', 'Take Out Restaurants']","{""rating"":""5.0"",""count"":""1""}","{'rating': 'five', 'count': '1'}",http://www.sicha.com,,http://www.yellowpages.com/los-angeles-ca/mip/sicha-siam-restaurant-7270560#open-menu,23 Years,['Wheelchair accessible'],"Food is great. Owner is really nice too. They are very friendly toward us.""",True,(323) 344-8285,4403 Eagle Rock Blvd,"Los Angeles, CA 90041",$
Salsitas Picante Restaurant,"['Restaurants', 'Family Style Restaurants', 'Latin American Restaurants']",,"{'rating': 'five', 'count': '1'}",https://ackeebamboo.com,,,12 Years,,"a family owned place. awesome prices and great food! el pastor torta is my favorite.""",False,(323) 766-9145,3026 W Jefferson Blvd,"Los Angeles, CA 90018",$
I Panini Di Ambra,"['Restaurants', 'Italian Restaurants', 'American Restaurants']",,"{'rating': 'five', 'count': '1'}",http://www.ipaninidiambra.com,,http://www.yellowpages.com/los-angeles-ca/mip/i-panini-di-ambra-22182332#open-menu,22 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Takes reservations']",This place is really good.  I just tried it for the first time tonight for dinner and enjoyed every bit.  The service is really friendly and it's a nice atmosphere.  The decor…,False,(323) 463-1200,5633 Hollywood Blvd,"Los Angeles, CA 90028",$
California Roll & Sushi,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""4.0"",""count"":""4""}","{'rating': 'five', 'count': '1'}",,,,26 Years,['Wheelchair accessible'],"Good restaurant the food is delicious what I like is California Rolls and the chicken teriyaki I definitely recommend this restaurant.""",True,(323) 666-1266,2919 Los Feliz Blvd,"Los Angeles, CA 90039",$$
Tacos Ensenada,"['Restaurants', 'Mexican Restaurants', 'Seafood Restaurants']",,"{'rating': 'five', 'count': '1'}",,,,,"['Wheelchair accessible', 'Good for groups']","Came here because i heard great thing about their ceviche. Both the ceviche and shrimp burritos i had were very tasty.""",True,(323) 980-9737,5161 Pomona Blvd,"Los Angeles, CA 90022",$
Atlantic Restaurant,"['Restaurants', 'Seafood Restaurants']",,"{'rating': 'five', 'count': '1'}",http://orderatlanticmexicanandseafoodrestaurant.com,,http://www.yellowpages.com/los-angeles-ca/mip/atlantic-restaurant-520864976#open-menu,,,"Nice place good food and great service  enchiladas de Camaron are da bombay games always on also check it out""",True,(323) 981-0240,630 S Atlantic Blvd,"Los Angeles, CA 90022",$$
Chalios Mexican Restaurant,"['Restaurants', 'Seafood Restaurants', 'Caterers']",,"{'rating': 'five', 'count': '1'}",http://chaliomexicanrestaurant.com,,,,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol']","I love there home made tortillas. The prices are right, Food is great & service is good. The restaurant is old & kinda needs a make over. Over all the food makes up for it. i…",False,(323) 262-3456,760 S Atlantic Blvd,"Los Angeles, CA 90022",$$
Crenshaw Fish Market,"['Restaurants', 'Pizza', 'Seafood Restaurants']",,"{'rating': 'five', 'count': '1'}",,,,39 Years,['Wheelchair accessible'],"their hot chicken wings are the best! they fat and juicy!""",True,(323) 734-6191,3407 Crenshaw Blvd,"Los Angeles, CA 90016",$
Coco's,"['Restaurants', 'American Restaurants', 'Breakfast, Brunch & Lunch Restaurants']",,"{'rating': 'five', 'count': '1'}",http://www.cocosbakery.com,,http://www.yellowpages.com/los-angeles-ca/mip/cocos-471780975#open-menu,75 Years,"['Wheelchair accessible', 'Good for groups', 'Has Wifi', 'Serves alcohol']","Muy buena comida, los meseros son muy amables te traen la comida a tiempo y el ambiente es muy placentero.""",False,(323) 256-0563,6040 York Blvd,"Los Angeles, CA 90042",$$
La Brea Ramen Bar,"['Restaurants', 'Seafood Restaurants']",,"{'rating': 'five', 'count': '1'}",http://www.rubens-glass.com,,http://www.yellowpages.com/los-angeles-ca/mip/la-brea-ramen-bar-528874417#open-menu,,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol']","La Brea Ramen Bar, Los Angeles, CaliforniaThe La Brea Ramen Bar has been in business for about two (2) years and runs a Very Successful Restaurant in offering Very Delicious…",True,(323) 549-9486,850 S La Brea Ave,"Los Angeles, CA 90036",$$
Smoke's Poutinerie,"['Restaurants', 'Chinese Restaurants', 'Caterers']",,"{'rating': 'five', 'count': '1'}",http://smokespoutinerie.com,,http://www.yellowpages.com/los-angeles-ca/mip/smokes-poutinerie-506660974#open-menu,,['Wheelchair accessible'],"Eerie night and heavy feet, I wondered in this magical box of surprises. Foods for souls; a glimpse of light for humanity in this world!""",False,(323) 745-0267,1552 N Cahuenga Blvd,"Los Angeles, CA 90028",$
Cafe Midi,"['Restaurants', 'Cafeterias', 'Caterers']","{""rating"":""4.5"",""count"":""26""}","{'rating': 'five', 'count': '1'}",http://www.cafemidi.com,,http://www.yellowpages.com/los-angeles-ca/mip/cafe-midi-316470#open-menu,23 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","Best salads in the city! I love this cafe that's located inside of a retail store. It can get crowded but the food is great.""",True,(323) 939-9860,148 S La Brea Ave,"Los Angeles, CA 90036",$$
Abby's Diner,"['Restaurants', 'American Restaurants', 'Breakfast, Brunch & Lunch Restaurants']",,"{'rating': 'five', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/abbys-diner-451047408#open-menu,13 Years,,"This place just opened few days ago. It is packed most of the time, but worth the wait. Love the food and the folks.""",False,(323) 257-2229,4862 Eagle Rock Blvd,"Los Angeles, CA 90041",$
Yuko Kitchen,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""44""}","{'rating': 'five', 'count': '1'}",,,,13 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi']","Lovely place! Good Food, good price and good location! A must visit.""",True,(323) 933-4020,5484 Wilshire Blvd,"Los Angeles, CA 90036",$$
Collins Fish Market,"['Restaurants', 'Seafood Restaurants']",,"{'rating': 'five', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/collins-fish-market-473090539#open-menu,17 Years,,"This is the Same Collins Fish thats been there for years. New owners though. However, they are doing good the fish is fresh, they seem to use clean oil.  They are fast I…",True,(323) 732-6155,4873 W Adams Blvd,"Los Angeles, CA 90016",$
Next Door Lounge,"['Restaurants', 'American Restaurants', 'Cocktail Lounges']","{""rating"":""4.0"",""count"":""15""}","{'rating': 'five', 'count': '1'}",http://www.nextdoorhollywood.com,,http://www.yellowpages.com/los-angeles-ca/mip/next-door-lounge-462520048#open-menu,13 Years,"['Good for groups', 'Serves alcohol', 'Takes reservations']",I called the website number to reserve a table for a 30th bdayThe whole time I was in contact with David and I have to say he is amazing he answered each and every one of the…,True,(323) 465-5505,1154 N Highland Ave,"Los Angeles, CA 90038",$$
Jameson's Irish Pub,"['Restaurants', 'Irish Restaurants', 'Bars']","{""rating"":""3.5"",""count"":""150""}","{'rating': 'five', 'count': '1'}",http://www.jamesonsirishpub.com,,,7 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol']","Decent pub, 2 for 1 happy hour special 12-8p during the week which is nice but common with local bars. Service could improve a little but good for what it is.""",False,(323) 798-5360,6681 Hollywood Blvd,"Los Angeles, CA 90028",$$
Classic Thai Restaurant,"['Restaurants', 'Thai Restaurants', 'Caterers']","{""rating"":""4.5"",""count"":""14""}","{'rating': 'five', 'count': '1'}",,,,28 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","Authentic Thai place that my husband and I have been going to for years! It looks like a little house with a zen like front patio!""",False,(323) 478-0530,1708 Colorado Blvd,"Los Angeles, CA 90041",$$
Hong Kong Express,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",,"{'rating': 'five', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/hong-kong-express-8550981#open-menu,27 Years,['Wheelchair accessible'],"great place for chinese fast food fresh too!""",True,(323) 298-7480,3278 W Slauson Ave,"Los Angeles, CA 90043",$
Hungry Harold's,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']","{""rating"":""3.0"",""count"":""3""}","{'rating': 'five', 'count': '1'}",,,,45 Years,"['Offers outdoor seating', 'Wheelchair accessible']","Food very good Pastrami is the best I have had in a long time""",True,(323) 299-1817,3453 W Slauson Ave,"Los Angeles, CA 90043",$
Green Tea House Chinese Restaurant,"['Restaurants', 'Chinese Restaurants', 'Caterers']","{""rating"":""4.0"",""count"":""1""}","{'rating': 'five', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/green-tea-house-chinese-restaurant-10783604#open-menu,30 Years,"['Wheelchair accessible', 'Has Wifi']",this place is awesome! Their lunch specials are mostly $5.50 a plate and the portions are huge! Dinner portions are double the size and most of them are priced at $8.75. Gotta…,True,(323) 874-6777,7226 W Sunset Blvd,"Los Angeles, CA 90046",$
Tusquellas Fish & Oyster Bar,"['Restaurants', 'Seafood Restaurants', 'American Restaurants']","{""rating"":""3.5"",""count"":""29""}","{'rating': 'five', 'count': '1'}",http://www.farmersmarketla.com/merchant/merchantDetails/85,,,,['Wheelchair accessible'],This place is Mecca for anyone who loves to cook! It has almost every kitchen toy you can think of and then some! I have spent hours in here prioritizing my purchases because…,False,(323) 939-2078,6333 W 3rd St  Farmers Market   Stall 43,"Los Angeles, CA 90036",
Loteria Grill,"['Restaurants', 'Mexican Restaurants', 'Latin American Restaurants']","{""rating"":""4.0"",""count"":""142""}","{'rating': 'five', 'count': '1'}",http://www.loteriagrill.com,,http://www.yellowpages.com/los-angeles-ca/mip/loteria-grill-496674566#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Good for families']","My favorite food stand in the Farmer's Market. Hard to resist their tacos. Favorites are the cochinita pibil, tinga de pollo and calabecitas. A plate of tortilla chips and…",True,(323) 930-2211,6333 W 3rd St,"Los Angeles, CA 90036",$$
Joom Bangkok Cafe,"['Restaurants', 'Thai Restaurants', 'Coffee & Espresso Restaurants']","{""rating"":""3.5"",""count"":""10""}","{'rating': 'five', 'count': '1'}",http://www.joombangkok.com,,http://www.yellowpages.com/los-angeles-ca/mip/joom-bangkok-cafe-22179945#open-menu,16 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations', 'Good for families']","great service sweet and sour chicken awesome lunch specials worth any wait""",True,(323) 938-9650,"7825 Beverly Blvd, #2","Los Angeles, CA 90036",$$
Prime Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']","{""rating"":""4.0"",""count"":""21""}","{'rating': 'five', 'count': '1'}",http://www.primepizza.la,,http://www.yellowpages.com/los-angeles-ca/mip/prime-pizza-503040672#open-menu,,['Wheelchair accessible'],"Great quality! The jalapeños and pineapple topping on thin crust tasted great! Highly recommended to anyone!!""",False,(323) 852-1188,446 N Fairfax Ave,"Los Angeles, CA 90036",$
Sofi Greek Restaurant,"['Restaurants', 'Greek Restaurants', 'Mediterranean Restaurants']",,"{'rating': 'five', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/sofi-greek-restaurant-18163412#open-menu,37 Years,"['Wheelchair accessible', 'Serves alcohol']","#good food #good ambiance #must try""",True,(323) 651-0346,8030 3/4 W 3rd St,"Los Angeles, CA 90048",$$
Simplethings Sandwich-Pie Shop,"['Restaurants', 'Sandwich Shops', 'Family Style Restaurants']",,"{'rating': 'five', 'count': '1'}",http://www.simplethingsrestaurant.com,,http://www.yellowpages.com/los-angeles-ca/mip/simplethings-sandwich-pie-shop-466011765#open-menu,,,"cute and great food. they have sandwiches, salads and pies. I  ordered the avocado melt and it was delicious, an awesome combination of blue cheese, apricot jam and avocado.…",True,(323) 592-3390,8310 W 3rd St,"Los Angeles, CA 90048",$
Nick's Coffee Shop & Deli,"['Restaurants', 'Coffee Shops', 'Breakfast, Brunch & Lunch Restaurants']","{""rating"":""4.5"",""count"":""43""}","{'rating': 'five', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/nicks-coffee-shop-deli-2215368#open-menu,77 Years,"['Offers outdoor seating', 'Wheelchair accessible']","service is nice people are like family and food is amazing my favorite is the eggs benadict and fresh OJ the best thanks Nicks""",True,(310) 652-3567,8536 W Pico Blvd,"Los Angeles, CA 90035",$$
The Bazaar by Jose Andres,"['Restaurants', 'Mediterranean Restaurants', 'Family Style Restaurants']","{""rating"":""4.5"",""count"":""3""}","{'rating': 'five', 'count': '1'}",http://www.slsbeverlyhills.com/tres,,http://www.yellowpages.com/los-angeles-ca/mip/the-bazaar-by-jose-andres-474709067#open-menu,14 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","It's like Mr. Wizard meets your famous Spanish tapas kitchen meets the gastronomic old and new world.But beyond the visual experience the tastes are amazing.""",True,(310) 246-5555,465 S La Cienega Blvd,"Los Angeles, CA 90048",$$$$
Little Kingston Jamaican Restaurant,"['Restaurants', 'Family Style Restaurants']","{""rating"":""4.0"",""count"":""7""}","{'rating': 'five', 'count': '1'}",https://littlekingstonjamaicanrestaurantlosangeles.cafecityguide.website,,http://www.yellowpages.com/los-angeles-ca/mip/little-kingston-jamaican-restaurant-540689566#open-menu,,,"All around amazing experience. Food and prices excellent""",True,(323) 295-5596,4716 W Slauson Ave  Cross Street: Labrea,"Los Angeles, CA 90056",$$
Dolce Isola,"['Restaurants', 'Pizza', 'Caterers']","{""rating"":""4.5"",""count"":""9""}","{'rating': 'five', 'count': '1'}",http://www.theivyrestaurants.com/dolce-isola,,http://www.yellowpages.com/los-angeles-ca/mip/dolce-isola-7911645#open-menu,43 Years,['Wheelchair accessible'],"Good burger and meatball sandwitch""",False,(310) 776-7070,2869 S Robertson Blvd,"Los Angeles, CA 90034",$$
Sushiko,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""4.5"",""count"":""19""}","{'rating': 'five', 'count': '1'}",http://sushikola.com,,http://www.yellowpages.com/los-angeles-ca/mip/sushiko-7651882#open-menu,15 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","you got to try this place out. they got cameras on the sushimans hands making all the sushi""",True,(310) 274-3474,9340 W Pico Blvd,"Los Angeles, CA 90035",$$
Melanee Thai,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""26""}","{'rating': 'five', 'count': '1'}",http://www.thaifoodla.com,,http://www.yellowpages.com/los-angeles-ca/mip/melanee-thai-7804851#open-menu,47 Years,"['Wheelchair accessible', 'Serves alcohol']",If you are looking for absolutely delicious authentic Thai dishes in a hidden away comfortable setting then you need to stop by Melanee Thai. Easy to miss this place driving by…,True,(310) 273-4066,9562 W Pico Blvd,"Los Angeles, CA 90035",$$
Super Pho & Teriyaki,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",,"{'rating': 'five', 'count': '1'}",http://www.superphoandteriyaki.com,,,13 Years,"['Offers outdoor seating', 'Wheelchair accessible']","They actually open @ 11:30. Parking in the rear...Pho-nomenal !!! Great Value. I had the House Special. Rare Steak& sumptuous brisket, meatballs, tendon*much better than it…",True,(310) 204-2829,10953 Venice Blvd,"Los Angeles, CA 90034",$
Carmines II,"['Restaurants', 'Pizza', 'Bars']","{""rating"":""4.0"",""count"":""42""}","{'rating': 'five', 'count': '1'}",http://www.carminesla.com,,http://www.yellowpages.com/los-angeles-ca/mip/carmines-ii-13662493#open-menu,27 Years,"['Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations']","#good food #good ambiance""",True,(310) 441-4706,10463 Santa Monica Blvd,"Los Angeles, CA 90025",$$$
The Ramen Joint,"['Restaurants', 'Korean Restaurants', 'Japanese Restaurants']","{""rating"":""4.5"",""count"":""42""}","{'rating': 'five', 'count': '1'}",http://theramenjoint.com,,,7 Years,,"Great atmosphere, plenty of street parking, delicious food, and huge portions! Highly recommended!Restaurant is a little hard to find, because the street is pretty sleepy, and…",True,(424) 227-9328,6220 W 87th St,"Los Angeles, CA 90045",$$
Fresh Corn Grill,"['Restaurants', 'Family Style Restaurants', 'Caterers']","{""rating"":""4.5"",""count"":""68""}","{'rating': 'five', 'count': '1'}",http://www.freshcorngrill.com,,http://www.yellowpages.com/los-angeles-ca/mip/fresh-corn-grill-504720400#open-menu,17 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']",I was a little unsure as I walked into this place.  The menu seemed a random mix and I didn't know what would be satisfying for lunch.  I settled on the Cajun Shrimp Pizza and…,True,(310) 470-0414,1510 Westwood Blvd,"Los Angeles, CA 90024",$$
Westwood Thai Cafe,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""17""}","{'rating': 'five', 'count': '1'}",http://www.westwoodthaicafe.com,,http://www.yellowpages.com/los-angeles-ca/mip/westwood-thai-cafe-861526#open-menu,33 Years,"['Wheelchair accessible', 'Serves alcohol']","This is my quick dinner place..great food, quick service , friendly staff and great price what else can anyone ask for""",True,(310) 477-7031,1375 Westwood Blvd,"Los Angeles, CA 90024",$
Curry House Restaurant,"['Restaurants', 'Japanese Restaurants', 'Caterers']",,"{'rating': 'five', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/curry-house-restaurant-6770653#open-menu,8 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","Awesome curry and good price. The kids meal is tasty, healthy and fun.""",True,(310) 479-8477,2130 Sawtelle Blvd Ste 200,"Los Angeles, CA 90025",$$
Ronnie's Diner,"['Restaurants', 'American Restaurants', 'Coffee Shops']","{""rating"":""4.0"",""count"":""38""}","{'rating': 'five', 'count': '1'}",http://www.ronniesdiner.com,,http://www.yellowpages.com/los-angeles-ca/mip/ronnies-diner-456044307#open-menu,26 Years,"['Offers outdoor seating', 'Wheelchair accessible']","Great breakfast great gals and guys diner is excellent great blue plate specials great menu good looking waitress great ser""",True,(310) 578-9399,12740 Culver Blvd Ste J,"Los Angeles, CA 90066",$
Mori Sushi,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""4.0"",""count"":""18""}","{'rating': 'five', 'count': '1'}",http://www.morisushi.org,,http://www.yellowpages.com/los-angeles-ca/mip/mori-sushi-3118835#open-menu,26 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",I went here for dinner and had the omakasa. I ended up trying a much broader sample of dishes than I would think to order on my own. Everything was excellent. I think it was…,True,(310) 479-3939,11500 W Pico Blvd,"Los Angeles, CA 90064",$$$$
Flores and The Ladies' Gunboat Society,"['Restaurants', 'American Restaurants', 'Bars']",,"{'rating': 'five', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/flores-and-the-ladies-gunboat-society-481115073#open-menu,,['Serves alcohol'],They recently changed their name to Flores and sons.  And seemed to have changed their menu to accommodate a broader base.  We made reservations on OpenTable and were seated…,False,(424) 273-6469,2024 Sawtelle Blvd,"Los Angeles, CA 90025",$$$
Thai Talay,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""56""}","{'rating': 'five', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/thai-talay-1115201#open-menu,37 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","I had my birthday here and they were able to accommodate 14 of us. It was great and everyone enjoyed it. We eat here often, and they have certificates on Restaurant.com and…",True,(310) 670-3055,8411 Lincoln Blvd,"Los Angeles, CA 90045",$$
Siam Chan Restaurant,"['Restaurants', 'Thai Restaurants', 'Chinese Restaurants']","{""rating"":""3.5"",""count"":""14""}","{'rating': 'five', 'count': '1'}",http://www.siamchanrestaurant.com,,http://www.yellowpages.com/los-angeles-ca/mip/siam-chan-restaurant-7664875#open-menu,,,"This excellent little place doesn't look like much from outside. Inside, it is small and cramped.It's only after you have tasted the food that you realize this place just may…",False,(310) 444-4981,1611 Colby Ave,"Los Angeles, CA 90025",$
Ekkamai Thai Restaurant,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""46""}","{'rating': 'five', 'count': '1'}",,,,20 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","Excellent Thai food! I'm almost afraid to leave an awesome review, because everyone might go there and I'd have to wait too long. The drunken noodles have a smoky flavor…",False,(310) 827-2777,13223 W Washington Blvd,"Los Angeles, CA 90066",$$
Le Saigon,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",,"{'rating': 'five', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/le-saigon-4084494#open-menu,26 Years,"['Offers outdoor seating', 'Wheelchair accessible']","I am a huge fan of Pho.. even before it got popular.. back when you had to dive down the China Town and go to one of the Pho plus number places.. Pho 67, 87, 29, 99.. you get…",True,(310) 312-2929,11611 Santa Monica Blvd,"Los Angeles, CA 90025",$$
Hamakaze,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""4.5"",""count"":""28""}","{'rating': 'five', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/hamakaze-16732715#open-menu,13 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","my boyfriend and I love coming here.. im a sushi fanatic .. the price is good the fish I fresh great atmosphere lovely happy hour 5-7 .. really good food.""",True,(310) 822-9900,13327 W Washington Blvd,"Los Angeles, CA 90066",$$
Sakura House,"['Restaurants', 'Japanese Restaurants', 'Barbecue Restaurants']","{""rating"":""4.5"",""count"":""20""}","{'rating': 'five', 'count': '1'}",https://www.facebook.com/pages/Sakura-House/104971772880163,,http://www.yellowpages.com/los-angeles-ca/mip/sakura-house-269018#open-menu,29 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","OK, it's not really bacon. It's fatty pork, close enough.You come here for the yakitori/kushiyaki/skewers. I like meat, so I don't usually get the vegetable only ones. I like…",True,(310) 306-7010,13362 W Washington Blvd,"Los Angeles, CA 90066",$$
Regent China Inn,"['Restaurants', 'Chinese Restaurants', 'Caterers']",,"{'rating': 'three', 'count': '2'}",,,,,"['Wheelchair accessible', 'Serves alcohol']","The best Chinese food. Delivery takes awhile cause they r always busy but food is very good.""",False,(213) 680-3333,747 N Main St,"Los Angeles, CA 90012",$
Rick's Fish and Seafood Market,"['Restaurants', 'Seafood Restaurants', 'Fish & Seafood Markets']","{""rating"":""4.0"",""count"":""2""}","{'rating': 'three', 'count': '2'}",http://www.ricksfishmarket.com,,,44 Years,['Wheelchair accessible'],"Now this sure is some tasty fish, I think that everyone should go eat here once a week.""",False,(323) 937-4180,4750 W Washington Blvd,"Los Angeles, CA 90016",$$
"Cole's, Originators of the French Dip Sandwich","['Restaurants', 'French Restaurants', 'American Restaurants']","{""rating"":""4.0"",""count"":""176""}","{'rating': 'two and half', 'count': '3'}",http://213hospitality.com/coles,,http://www.yellowpages.com/los-angeles-ca/mip/coles-originators-of-the-french-dip-sandwich-467744632#open-menu,43 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Has Wifi', 'Serves alcohol']","I prefer the ""sit-down and be waited-on"" atmosphere here to the bustling counter service at their downtown rivals, Phillippe's. Prefer their options for sides, too. There's a…",True,(213) 622-4090,118 E 6th St,"Los Angeles, CA 90014",$$
Sofitel Los Angeles at Beverly Hills,"['Restaurants', 'American Restaurants']","{""rating"":""4.5"",""count"":""3660""}","{'rating': 'four', 'count': '1'}",,,,,['Wheelchair accessible'],"Best Tuna Dynamite Appetizer Ever!  I absolutely crave it.  Order it with soup or another apetizer, top it off with one of their amazing deserts and you are set for the night.""",False,(310) 278-5444,8555 Beverly Blvd,"Los Angeles, CA 90048",
Los Angeles Airport Marriott,"['Restaurants', 'Steak Houses', 'Bars']","{""rating"":""4.0"",""count"":""3479""}","{'rating': 'four', 'count': '1'}",http://www.marriott.com/hotels/hotel-information/restaurant/laxap-los-angeles-airport-marriott,,,50 Years,"['Has Wifi', 'Serves alcohol']","I use this hotel frequently.  Its always great friendly service, very clean and reasonable.  I don't get the bad write ups.  This is a regular place for me and its always…",False,(310) 641-5700,5855 W Century Blvd,"Los Angeles, CA 90045",$$
Redbird,"['Restaurants', 'American Restaurants', 'Cocktail Lounges']","{""rating"":""4.5"",""count"":""273""}","{'rating': 'four', 'count': '1'}",http://www.redbird.la,,http://www.yellowpages.com/los-angeles-ca/mip/redbird-507741696#open-menu,15 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","nice ambiance. great cocktails. good food.""",False,(213) 788-1191,114 E 2nd St,"Los Angeles, CA 90012",$$$
